@relation DATOS_HORNO_ENTRENA

@attribute CODBOB numeric
@attribute CLASACERO {B011F97,B100F55,K011F57,B102G33,B100F33,B085G99,C107G55,D071F55,B085F97,B102G55,B012F53,B105F55,B011B99,D094B33,C115G55,D012G99,C116G55,D012F55,B120G55,C114G55,K011B55,B025F55,B016F35,B013B55,B103G55,B103G33,D032F55,D031B33,B101F55,D094G55,B012F55,B081B99,B014F53,B012B97,X100G99,K021H53,B044H53,N013H53,B042H53,B023H53,K022H53,N017B97,B013C55,B032H53,K021H43,B100B95}
@attribute ANCHO numeric
@attribute ESPESOR numeric
@attribute LARGO numeric
@attribute PESO numeric
@attribute VELMED numeric
@attribute TMPP1 numeric
@attribute TMPP2 numeric
@attribute TMPP2CNG numeric
@attribute THC1 numeric
@attribute THC3 numeric
@attribute THC5 numeric

@data
23483065,B100F55,1445,1.27,1581,22960,76,274,829,825,840,870,885
23483066,B105F55,1295,1.17,1921,23050,76,267,839,835,839,869,885
23483068,B105F55,1390,0.86,1115,10630,48,230,822,850,817,847,864
23483069,B105F55,1301,0.7,3554,25380,84,268,847,844,813,847,866
23483070,B102G55,1395,0.61,2752,18890,120,259,819,808,808,838,854
23483071,C107G55,1250,0.6,2678,16010,125,227,799,800,795,825,841
23483072,C107G55,1250,0.6,2658,15870,125,231,803,800,795,825,840
23483073,C107G55,1250,0.6,2660,17100,125,225,801,800,795,825,840
23483074,C107G55,1250,0.6,2449,14610,125,223,802,800,795,825,840
23483075,C107G55,1250,0.6,2647,15800,125,222,799,800,795,825,840
23483076,C107G55,1250,0.6,2668,15900,125,217,802,800,795,825,840
23483077,C107G55,1250,0.6,2581,15390,125,229,803,800,795,825,840
23483078,C107G55,1250,0.6,2567,15300,125,228,802,800,795,825,840
23493001,C107G55,1250,0.6,2566,15290,125,227,811,800,795,825,840
23493002,C107G55,1250,0.6,2449,14570,125,228,800,800,795,825,840
23493003,C107G55,1250,0.6,2565,15300,125,230,802,800,795,825,840
23493004,C107G55,1250,0.6,2544,15150,125,230,800,800,795,825,840
23493005,C107G55,1250,0.6,2542,15140,125,228,803,800,795,825,840
23493006,C107G55,1250,0.6,2519,15000,125,227,801,800,795,825,840
23493007,C107G55,1250,0.6,2570,15330,125,234,802,800,795,825,840
23493008,C107G55,1250,0.6,2434,14500,125,227,803,800,795,825,840
23493009,C107G55,1250,0.6,2500,14920,125,227,803,800,795,825,840
23493010,C107G55,1250,0.6,2475,14780,124,226,805,800,795,825,840
23493011,C107G55,1250,0.6,2507,14980,129,233,799,800,795,825,840
23493012,C107G55,1250,0.6,2557,15280,130,237,803,800,792,822,837
23493013,C107G55,1250,0.6,2598,15490,130,231,797,800,789,819,838
23493014,C107G55,1250,0.6,2385,14220,130,236,796,800,789,819,839
23493015,C107G55,1250,0.6,2383,14260,130,231,801,800,790,820,840
23493016,C107G55,1250,0.6,2593,15460,130,235,797,800,790,820,840
23493017,C107G55,1250,0.6,2608,15550,130,230,797,800,792,822,845
23493018,C107G55,1250,0.6,2163,12880,130,236,799,800,793,823,847
23493019,X100G99,1250,0.6,3031,17580,130,229,793,788,787,817,838
23493020,B011F97,1250,0.48,4237,18900,130,211,754,751,752,783,798
23493021,B011F97,1250,0.48,5504,24500,130,211,753,750,745,775,790
23493022,B011F97,1250,0.48,5480,24460,130,209,746,741,738,767,782
23493023,B085F97,1250,0.55,4478,24320,130,206,726,725,725,755,770
23493024,B085F97,1250,0.55,4114,22320,131,207,735,740,733,763,780
23493025,B011F97,1250,0.57,4128,23060,138,216,756,750,764,792,811
23493026,B011F97,1250,0.57,4279,24040,140,212,753,750,765,795,810
23493027,B011F97,1250,0.57,4359,24540,143,214,754,750,768,798,813
23493028,B011F97,1250,0.57,4333,24330,143,216,754,761,770,800,817
23493029,B011F97,1250,0.57,4328,24360,145,213,767,770,777,807,831
23493030,B011F97,1250,0.57,4316,24220,145,214,769,770,777,807,832
23493031,B011F97,1250,0.57,4131,23220,143,218,772,770,775,805,836
23493032,B011F97,1250,0.57,4336,24150,142,215,770,770,773,803,833
23493033,B011F97,1250,0.57,4342,24420,145,215,769,770,771,803,833
23493034,B011F97,1250,0.57,4271,23990,145,216,768,770,767,804,834
23493035,B011F97,1250,0.57,4261,23880,142,213,771,770,767,804,834
23493036,B011F97,1250,0.57,4238,23750,134,214,772,770,765,802,829
23493037,B011F97,1250,0.57,3769,21070,130,213,770,770,762,799,824
23493038,B011F97,1250,0.57,3873,21560,130,217,788,798,780,814,841
23493039,X100G99,1250,0.6,2991,17840,134,230,809,802,796,826,851
23493040,X100G99,1250,0.6,2949,17590,135,228,803,800,792,822,844
23493041,X100G99,1250,0.6,2716,16270,135,225,796,800,791,821,842
23493042,X100G99,1250,0.6,2810,16740,135,236,812,800,801,831,847
23493043,X100G99,1250,0.6,3018,18040,135,227,795,796,794,824,839
23493044,X100G99,1250,0.6,2900,17340,125,230,802,795,793,823,838
23493045,X100G99,1250,0.6,2832,16960,135,227,801,795,791,821,836
23493046,X100G99,1250,0.6,2925,17490,135,227,795,795,785,815,830
23493047,X100G99,1250,0.6,2786,16750,135,231,793,795,785,815,831
23493048,X100G99,1250,0.6,2751,16520,135,233,795,795,786,816,832
23493049,X100G99,1250,0.6,2785,16710,135,229,790,795,787,817,835
23493050,X100G99,1250,0.6,3041,18170,135,231,797,795,789,819,837
23493051,X100G99,1250,0.6,2804,16800,135,231,790,795,789,819,837
23493052,X100G99,1250,0.6,2921,17590,135,229,798,795,789,819,839
23493053,X100G99,1250,0.6,2909,17420,135,228,796,795,788,818,836
23493054,B100F55,1318,0.675,1981,14190,130,214,772,785,798,825,844
23493055,B011F97,1250,0.8,2460,19190,130,222,762,757,799,829,847
23493056,B012F55,1250,0.8,2083,16280,130,227,756,760,800,830,849
23493057,B011F97,1250,0.8,2509,19560,130,221,758,760,801,831,853
23493058,B011F97,1250,0.8,2471,19270,130,223,759,760,802,832,854
23493059,B011F97,1250,0.8,2467,19250,130,227,760,760,802,832,854
23493060,B011F97,1250,0.8,2482,19370,130,228,758,760,802,832,855
23493061,B011F97,1250,0.8,2442,19090,130,231,760,760,802,832,855
23493062,B012F55,1250,0.8,2198,17180,130,225,760,760,802,832,854
23503001,B012F55,1250,0.8,1991,15590,130,228,762,767,801,831,853
23503002,X100G99,1250,0.6,2990,17840,128,237,807,800,801,831,851
23503003,X100G99,1250,0.6,2962,17710,140,236,798,800,798,828,846
23503004,X100G99,1250,0.6,2935,17550,140,235,799,800,799,829,849
23503005,X100G99,1250,0.6,2904,17360,140,234,801,800,799,829,848
23503006,X100G99,1250,0.6,2950,17590,140,239,800,800,798,828,846
23503007,X100G99,1250,0.6,2948,17670,140,234,799,800,799,829,847
23503008,X100G99,1250,0.6,2830,16880,140,234,801,800,798,828,846
23503009,C107G55,1250,0.6,2481,14840,140,244,799,794,797,827,844
23503010,B011F97,1250,0.57,3716,20810,140,233,785,780,792,822,837
23503011,B012F53,1178,0.6,2837,15730,140,232,781,791,792,822,841
23503012,B102G33,920,0.7,3458,19270,129,225,793,800,803,833,856
23503013,B102G33,920,0.7,3440,19100,140,229,808,818,833,860,882
23503014,B102G33,1062,0.7,3442,21030,140,241,828,825,842,872,894
23503015,B100F55,1150,0.67,3054,18600,132,243,831,825,837,867,885
23503016,B100F55,1150,0.67,2985,18170,140,248,822,825,837,867,884
23503017,B100F55,1150,0.67,3070,18720,139,241,824,825,839,869,887
23503018,B100F55,1150,0.67,3050,18560,140,243,826,825,838,868,886
23503019,B100F55,1150,0.67,3023,18460,140,240,824,825,838,868,887
23503020,B100F55,1150,0.67,2926,17830,140,250,825,825,838,868,887
23503021,B100F55,1210,0.8,2945,22370,128,245,816,825,840,870,889
23503022,B100F55,1210,0.8,3056,22910,126,244,827,825,846,875,897
23503025,B100F55,1000,1.17,660,6270,63,260,827,825,835,865,886
23503026,B120G55,1000,1.17,1519,14010,71,252,825,825,829,859,878
23503027,B120G55,1135,1.17,1545,16320,75,264,831,825,839,868,886
23503028,K011F57,1180,1.4,1716,21890,75,241,808,800,851,880,895
23503029,B100F55,1000,1.49,1188,13880,65,241,822,825,846,866,891
23503030,B100F55,1000,1.17,1657,15260,78,248,821,825,844,864,891
23503031,B100F55,1000,1.17,1631,15120,85,245,811,797,840,860,890
23503032,B103G55,930,1.17,994,8580,90,254,789,775,829,849,874
23503033,B103G55,930,1.17,877,7640,90,255,778,775,825,845,870
23503034,B103G55,930,1.17,1019,8790,90,254,796,818,832,852,883
23503035,B103G55,930,1.17,950,8200,90,254,808,818,832,852,883
23503036,B100F55,900,0.97,2491,17020,93,259,829,825,839,859,892
23503037,B105F55,900,0.97,1954,13380,99,258,822,825,840,860,891
23503038,B100F55,770,0.9,2693,14480,100,255,829,825,839,859,888
23503039,B101F55,770,0.9,2445,13220,100,257,824,825,838,858,886
23503040,B101F55,770,0.9,2139,11530,100,256,825,825,838,858,886
23503041,B101F55,770,0.9,2403,12990,100,257,824,825,839,859,887
23503042,B101F55,770,0.9,2481,13380,100,256,825,825,838,858,887
23503043,B101F55,770,0.9,2446,13220,100,258,824,825,838,858,887
23503044,B101F55,770,0.9,2456,13270,100,255,825,825,839,859,887
23503045,B101F55,770,0.9,2110,11420,100,264,825,825,838,858,886
23503046,B102G33,950,0.77,1495,8570,108,264,832,825,837,857,883
23503047,B102G33,950,0.77,1290,7430,110,262,824,825,828,848,874
23503048,B100F55,1060,0.6,3793,19000,120,243,826,823,818,845,863
23503049,B100F55,1060,0.6,3898,19640,124,236,814,817,808,838,855
23503050,B100F55,1060,0.6,3970,19990,125,236,815,815,809,839,858
23503051,B100F55,1060,0.6,3847,19390,125,238,792,780,787,817,835
23503052,K021H53,800,0.5,5032,15910,129,226,761,750,755,785,800
23503053,K021H53,800,0.5,5286,16700,132,225,758,750,755,785,800
23503054,K021H53,800,0.5,5036,15880,132,228,780,782,778,808,824
23503055,C114G55,940,0.67,2559,12700,122,249,831,825,819,849,865
23503057,C114G55,940,0.67,1498,12660,130,253,826,825,819,849,864
23503058,C114G55,940,0.67,2244,11090,130,253,835,825,819,849,864
23503059,C114G55,940,0.67,1935,9580,130,256,828,825,819,849,864
23503060,C114G55,940,0.67,1845,9110,130,253,826,825,819,849,864
23503061,C114G55,940,0.67,1670,8250,130,251,832,825,819,849,864
23503062,C114G55,940,0.67,1856,9160,130,250,832,825,819,849,864
23503063,C114G55,940,0.67,1910,9440,130,250,823,825,815,845,858
23503064,C114G55,940,0.67,1648,8150,130,248,818,825,815,845,858
23503065,C114G55,940,0.67,1910,9450,130,253,823,825,814,844,858
23503066,C114G55,940,0.67,1802,8920,125,251,823,825,814,844,858
23503067,C114G55,940,0.67,1900,9440,130,255,823,825,815,845,859
23503068,C114G55,940,0.67,1756,8710,130,251,821,817,815,845,860
23503069,K021H53,935,0.8,3016,17530,130,239,762,750,795,825,840
23513001,K021H53,935,0.8,2988,17440,132,243,749,750,795,825,841
23513002,B081B99,1104,0.861,4110,1380,95,235,715,750,748,764,772
23513003,B081B99,1104,0.861,1389,10430,999,285,785,750,771,791,810
23513004,B012F53,1250,0.6,700,4050,999,270,789,750,776,806,822
23513007,B012F53,1250,0.6,3717,21660,109,244,781,750,765,805,820
23513008,B012F53,1250,0.6,3680,21230,110,235,778,750,765,805,820
23513009,B012F53,1250,0.6,3800,22110,110,246,783,750,765,805,820
23513010,B012F53,1250,0.6,3721,21750,118,244,778,750,765,805,820
23513011,B012F53,1250,0.6,3756,21570,120,236,773,750,765,805,820
23513012,K011B55,1250,0.6,3735,21430,118,236,764,750,760,796,811
23523001,B012F53,1250,0.6,3817,22110,122,233,752,750,755,785,800
23523002,B012F53,1250,0.6,3708,21640,117,239,757,750,755,785,800
23523003,B012F53,1250,0.6,3714,21330,120,228,753,750,755,785,800
23523004,B012F53,1250,0.6,3737,21830,120,237,755,750,755,785,800
23523005,B012F53,1250,0.6,3267,18820,120,231,753,750,755,785,800
23523006,B012F53,1250,0.6,3316,19110,120,231,753,750,755,785,800
23523007,B012F53,1250,0.6,3704,21570,120,232,752,750,755,785,800
23523008,B012F53,1250,0.6,1454,8490,120,232,750,750,755,785,800
23523009,B012F53,1250,0.6,2246,13090,120,232,751,750,755,785,800
23523010,B012F53,1250,0.6,3692,21250,120,242,750,750,755,785,800
23523011,B012F53,1250,0.6,3729,21470,120,229,752,750,755,785,800
23523013,B012F53,1250,0.6,3397,19610,113,235,757,750,755,785,800
23523014,B012F53,1250,0.6,3721,21600,120,231,751,750,755,785,800
23523015,B012F53,1250,0.6,3799,21850,120,232,752,750,755,785,800
23523016,B012F53,1250,0.6,3772,22460,120,231,753,750,755,785,800
23523017,B012F53,1250,0.6,3607,21030,118,233,754,750,755,785,800
23523018,B012F53,1250,0.6,3732,21780,116,235,755,750,755,785,800
23523019,B012F53,1250,0.6,3696,21540,111,236,762,767,758,789,807
23523020,B012F53,1250,0.6,3666,21340,84,247,825,825,802,833,856
23523021,B100F55,1350,0.67,3160,22650,94,256,827,825,807,837,854
23523022,B100F55,1350,0.67,3118,22460,106,257,822,825,808,838,856
23523023,B100F55,1350,0.67,2641,18980,112,240,821,825,812,842,863
23523024,B100F55,1300,0.67,2299,15930,115,260,824,825,813,843,867
23523026,B100F55,1300,0.67,1496,16470,115,261,824,825,813,843,866
23523027,B100F55,1300,0.67,2272,16440,115,262,824,825,813,843,867
23523028,B100F55,1300,0.67,2380,16440,115,262,825,825,813,843,866
23523030,B100F55,1300,0.67,1313,9090,115,262,821,813,811,841,863
23523031,B102G33,1218,0.67,2801,17800,115,241,789,775,784,814,833
23523032,B102G33,1200,0.67,2985,18960,115,242,775,775,775,805,821
23523033,B102G33,1200,0.67,3373,21380,115,235,771,771,771,801,817
23523034,B102G33,1200,0.67,3322,21060,115,231,770,769,770,800,815
23523035,B102G33,1200,0.67,3134,19830,115,230,765,765,765,795,810
23523036,B102G33,1200,0.67,2720,17230,115,230,765,765,765,795,810
23523037,B102G33,1200,0.67,3411,21650,115,222,762,765,766,796,813
23523038,B102G33,1200,0.67,3602,22820,115,222,770,769,776,806,824
23523039,B100F55,1300,0.67,2450,16930,110,256,811,815,804,834,852
23523041,B100F55,1300,0.67,1200,8650,110,258,814,815,806,836,854
23523042,B102G33,1200,0.67,3595,22880,113,216,765,765,766,797,816
23523043,B102G33,1200,0.67,3281,20790,114,239,767,765,766,796,815
23523044,B102G33,1200,0.67,3677,23350,115,214,763,764,769,799,817
23523045,B102G33,1200,0.67,3594,22820,115,215,757,755,763,794,812
23523046,B102G33,1200,0.67,3626,23020,113,213,758,758,764,794,812
23523047,B102G33,1200,0.67,3552,22500,115,233,766,755,774,802,819
23523048,B100F55,1300,0.67,2250,15620,111,257,812,815,806,836,853
23523051,B100F55,1300,0.67,1588,10970,53,268,806,818,785,817,837
23523052,B105F55,1333,0.65,3453,24370,76,272,854,850,821,851,872
23523053,B105F55,1333,0.65,3589,25270,76,268,849,850,820,850,867
23533001,B105F55,1333,0.65,3599,25360,94,266,847,850,820,850,869
23533002,B105F55,1333,0.65,3369,23820,98,270,849,848,824,854,873
23533003,B100F55,1300,0.67,2250,15650,106,261,796,776,787,816,829
23533005,B102G33,1200,0.67,3574,22740,110,228,750,753,744,774,794
23533006,B102G33,1200,0.67,3618,23010,115,212,747,748,750,780,800
23533007,B102G33,1200,0.67,3469,22090,112,212,749,748,751,781,801
23533008,B102G33,1200,0.67,3050,19420,114,213,748,750,750,780,799
23533009,B102G33,1200,0.67,1641,10440,100,218,774,789,770,800,822
23533010,B100F55,1300,0.67,2250,15530,93,253,821,825,797,826,850
23533012,B100F55,1300,0.67,2249,15570,99,253,825,825,807,837,856
23533014,B100F55,1300,0.67,2250,15590,94,253,824,825,806,836,856
23533016,B100F55,1300,0.67,2250,15590,102,251,801,791,790,820,838
23533018,B102G33,1200,0.67,2527,16070,115,218,767,769,773,803,818
23533019,B102G33,1200,0.67,3585,22860,115,216,767,770,773,803,821
23533020,B102G33,1200,0.67,3560,22640,115,222,769,770,774,804,824
23533021,B102G33,1200,0.67,1656,10510,115,214,769,770,775,805,825
23533022,B102G33,1200,0.67,1943,12330,114,214,770,770,775,805,825
23533023,B102G33,1200,0.67,3675,23350,115,215,768,780,775,805,825
23533024,B100F55,1300,0.67,671,4640,115,245,793,825,798,828,851
23533025,B100F55,1300,0.67,2372,17330,115,249,814,825,803,833,857
23533026,B100F55,1300,0.67,3013,20860,115,255,817,810,808,836,860
23533027,B102G33,1200,0.67,3590,22820,115,219,762,762,770,800,816
23533028,B102G33,1200,0.67,3640,23110,115,219,759,760,766,796,813
23533029,B102G33,1200,0.67,3534,22400,115,218,759,760,767,797,813
23533030,B102G33,1200,0.67,3588,22710,115,212,759,760,768,798,815
23533031,B102G33,1200,0.67,3556,22490,115,224,761,760,767,797,813
23533032,B102G33,1200,0.67,3611,22870,115,212,759,777,768,798,815
23533033,B100F55,1300,0.67,2132,14770,112,251,812,825,808,838,859
23533034,B100F55,1300,0.67,994,14520,115,254,824,825,808,838,859
23533035,B100F55,1300,0.67,2075,14380,115,248,775,768,790,821,837
23533036,B102G33,1200,0.67,3605,22830,114,213,761,760,770,800,815
23533037,B102G33,1200,0.67,3248,20590,115,226,763,777,771,801,816
23533038,B100F55,1205,0.77,2900,21260,115,261,799,825,810,840,859
23533039,B102G33,1108,0.76,3020,19800,115,232,824,825,825,855,880
23533040,B102G33,1108,0.76,2862,18750,115,237,825,825,825,855,879
23533041,B102G33,1090,0.76,1944,20370,115,225,823,825,825,855,879
23533042,B102G33,1090,0.76,2446,15930,115,221,823,825,825,855,880
23533043,B102G33,1090,0.76,3156,20590,114,239,824,825,825,855,880
23533044,B102G33,1090,0.76,3144,20490,115,241,824,825,825,855,880
23533045,B100F55,1205,0.77,2841,20880,111,270,826,825,824,854,878
23533046,B105F55,1205,0.77,2962,21750,110,266,825,825,822,852,875
23533047,B105F55,1205,0.77,2819,20750,110,266,823,825,823,853,876
23533048,B102G33,1090,0.76,3220,20880,113,218,826,825,829,859,881
23533049,B102G33,1090,0.76,3203,20820,115,217,824,825,830,860,882
23533050,B102G33,1090,0.76,3202,20790,115,232,826,825,829,859,880
23533051,B102G33,1090,0.76,3216,21070,115,217,824,825,830,860,881
23533052,B103G33,1090,0.76,2962,19270,115,218,825,825,830,860,882
23533053,B102G33,1090,0.76,3202,20810,115,216,824,825,831,861,882
23533054,B105F55,1150,0.67,2817,17220,112,258,824,825,815,845,867
23533055,B105F55,1150,0.67,2652,16280,110,258,826,825,817,846,867
23533056,B102G33,1090,0.76,3194,21110,113,231,824,825,827,857,877
23533057,B102G33,1090,0.76,3140,20810,115,233,824,825,830,860,880
23533058,B102G33,1090,0.76,2814,18870,115,234,825,825,830,860,880
23533059,B102G33,1090,0.76,1591,10430,115,232,825,825,830,860,879
23533060,B102G33,1090,0.76,1345,8790,115,231,825,825,830,860,879
23533061,B102G33,1090,0.76,2841,18560,115,233,826,825,828,858,877
23543001,B102G33,1090,0.76,2854,18640,115,234,823,825,829,859,877
23543002,B102G33,1090,0.76,3146,20550,115,226,823,825,828,858,877
23543003,B100F55,1150,0.67,2829,17420,115,258,826,825,822,851,872
23543004,B102G33,1090,0.76,2996,19600,115,226,825,825,829,859,878
23543005,B102G33,1090,0.76,3036,19910,115,226,824,825,829,859,879
23543006,B102G33,1090,0.76,3031,19890,115,226,824,825,830,860,879
23543007,B102G33,1090,0.76,3003,19670,115,223,824,825,830,860,881
23543008,B102G33,1090,0.76,2544,16630,115,224,824,825,830,860,881
23543009,B105F55,1150,0.67,2298,14090,113,263,826,825,820,850,871
23543010,B105F55,1205,0.77,2804,20630,115,266,823,825,827,857,876
23543011,B102G33,1090,0.76,3096,20170,115,243,826,825,829,859,879
23543012,B102G33,1090,0.76,3045,20230,108,238,825,825,826,856,875
23543013,B102G33,1090,0.76,3178,20780,115,241,823,825,830,860,879
23543014,B102G33,1090,0.76,3172,20930,115,233,824,825,830,860,880
23543015,B102G33,1090,0.76,3123,20390,114,234,825,825,828,859,880
23543016,B100F55,1275,0.67,2827,19300,115,259,827,825,821,851,870
23543017,B102G33,1090,0.76,3163,20650,115,235,824,825,828,858,876
23543018,B102G33,1090,0.76,3095,20170,115,240,824,825,830,860,879
23543019,B102G33,1090,0.76,2905,18980,115,241,827,825,829,859,878
23543020,B102G33,1090,0.76,2770,18090,115,242,825,825,828,858,875
23543021,B102G33,1090,0.76,3165,20620,115,224,823,825,829,859,877
23543022,B105F55,1150,0.67,2885,17640,115,262,824,825,818,848,868
23543023,B105F55,1150,0.67,2858,17490,115,263,826,825,820,850,869
23543024,B102G33,1090,0.76,3172,20710,115,230,823,825,828,858,877
23543025,B102G33,1090,0.76,3179,20680,115,222,824,825,830,860,881
23543026,B102G33,1090,0.76,3204,20750,120,222,824,825,834,864,886
23543027,B102G33,1090,0.76,3200,20820,120,223,825,825,834,864,885
23543028,B100F55,1000,0.67,3256,17230,120,264,822,825,815,846,869
23543029,B100F55,1150,0.67,2800,17030,105,263,824,825,808,838,863
23543030,B100F55,1150,0.67,3004,18240,98,259,831,825,812,842,865
23543031,C114G55,940,0.67,1750,8730,100,264,826,825,803,834,850
23543032,C114G55,940,0.67,1722,8670,115,263,825,825,805,835,852
23543033,B100F55,950,0.67,1915,9660,130,264,815,825,821,851,873
23543034,B100F55,950,0.67,1868,9400,130,265,819,825,822,852,874
23543035,B100F55,950,0.67,1850,9360,130,268,820,825,826,856,881
23543036,B100F55,950,0.67,1952,10005,131,268,818,825,826,856,881
23543037,B100F55,950,0.67,3776,19040,130,270,821,825,826,856,881
23543038,B100F55,950,0.67,1850,9310,130,269,821,825,826,856,881
23543039,B100F55,950,0.67,1933,9740,130,269,822,825,826,856,881
23543040,B100F55,950,0.67,1850,9320,130,271,825,825,827,857,882
23543041,B100F55,950,0.67,1932,9760,130,271,826,825,827,857,882
23543042,B100F55,950,0.67,3792,19120,130,272,824,825,828,858,882
23543043,B100F55,950,0.67,3764,18960,130,271,824,825,827,857,882
23543044,B100F55,950,0.67,3785,18990,130,271,825,825,827,857,881
23543045,B100F55,950,0.67,3630,18606,123,268,823,825,822,852,877
23543046,B100F55,950,0.67,3756,18840,83,272,826,825,804,834,856
23543047,B101F55,950,0.67,3800,19160,108,269,824,825,810,840,863
23543048,B100F55,1150,0.67,2920,17890,110,259,826,825,817,847,869
23543049,B100F55,1150,0.67,2959,18150,115,256,825,825,820,850,870
23543050,B100F55,1300,0.67,2139,14810,111,270,825,825,814,844,865
23543052,B100F55,1300,0.67,2008,14580,114,265,825,825,815,845,866
23543053,B100F55,1300,0.67,2115,14520,115,263,825,825,816,846,867
23543055,B100F55,1300,0.67,2175,14970,120,262,823,825,817,847,869
23543056,B100F55,1350,0.67,2999,21580,125,258,823,825,823,853,878
23543057,B100F55,1350,0.67,2906,20880,130,261,826,825,826,856,880
23543058,B100F55,1350,0.67,3154,22710,130,258,823,825,827,857,881
23543059,B100F55,1350,0.67,3026,22220,130,259,824,825,829,859,884
23543060,B100F55,1350,0.67,3111,22320,130,260,825,825,829,859,884
23553001,B100F55,1500,0.67,2783,22220,116,260,825,825,817,847,871
23553002,B100F55,1500,0.67,2851,22710,117,260,825,825,816,846,870
23553003,B100F55,1500,0.67,2795,22300,120,258,827,825,823,852,874
23553004,B100F55,1500,0.77,1214,11040,95,254,825,825,812,842,861
23553005,B100F55,1500,0.77,1262,11460,90,253,828,825,816,845,865
23553006,C114G55,1345,0.97,1840,18780,90,263,837,825,820,850,866
23553007,C114G55,1345,0.97,1833,18670,86,252,829,825,814,844,859
23553008,C114G55,1345,0.97,1832,18720,74,261,832,825,805,835,850
23553009,B100F55,1300,0.97,1305,12740,78,267,821,830,808,838,855
23553010,B105F55,1335,0.97,762,7760,69,271,850,843,830,859,876
23553011,B105F55,1335,0.97,1403,16070,67,273,854,845,830,859,876
23553012,B105F55,1335,0.97,1874,18790,64,272,855,850,832,862,877
23553013,B105F55,1335,0.97,2128,21300,75,264,849,853,833,863,880
23553014,B105F55,1335,0.97,2141,21510,75,279,856,855,836,865,884
23553015,B105F55,1335,0.97,2115,21220,81,276,853,855,838,865,888
23553016,B105F55,1335,0.97,2133,21380,86,273,856,856,838,865,896
23553017,B105F55,1335,0.97,2131,21320,86,273,862,861,838,865,901
23553018,B100F55,1465,0.97,2098,23380,90,269,847,836,835,862,896
23553019,B105F55,1390,0.86,2185,20250,96,270,854,849,835,862,895
23553020,B105F55,1390,0.86,2159,20030,95,275,855,850,835,862,895
23553021,B105F55,1390,0.86,2201,20390,95,267,852,850,835,862,895
23553022,B105F55,1390,0.86,2207,20450,95,271,849,852,836,863,890
23553023,B105F55,1390,0.86,2190,20320,97,276,852,854,841,869,893
23553024,B105F55,1390,0.86,2191,20430,98,268,851,853,844,874,894
23553025,B105F55,1390,0.86,2106,19620,98,267,853,853,844,874,895
23553026,B105F55,1390,0.86,2221,20730,98,271,854,855,845,875,897
23553027,B105F55,1390,0.86,2192,20390,98,272,854,855,845,875,898
23553028,B105F55,1390,0.86,2229,20880,98,271,855,855,845,875,898
23553029,B105F55,1390,0.86,2129,19810,98,273,855,855,845,875,897
23553030,B105F55,1390,0.86,2132,19840,98,272,855,855,845,875,896
23553031,B105F55,1390,0.86,2142,19910,98,273,855,855,844,874,896
23553032,B105F55,1390,0.86,2166,20160,98,272,855,855,844,874,896
23553033,B105F55,1390,0.86,2176,20250,98,273,854,855,845,875,896
23553034,B105F55,1390,0.86,2152,20030,98,273,855,855,844,874,896
23553035,B105F55,1390,0.86,1801,16750,98,273,855,855,844,874,894
23553036,B105F55,1390,0.86,2159,20110,98,273,854,855,844,874,895
23553037,B105F55,1390,0.86,2171,20190,98,274,855,855,844,874,896
23553038,B105F55,1390,0.86,2237,20840,98,273,855,855,844,874,895
23553039,B105F55,1390,0.86,2021,18790,98,274,854,855,844,874,895
23553040,B105F55,1390,0.86,2293,21330,98,273,855,855,844,874,895
23553041,B105F55,1390,0.86,2186,20660,98,274,854,855,844,874,895
23553042,B105F55,1390,0.86,2116,19730,98,273,856,855,844,874,895
23553043,B105F55,1390,0.86,2155,20050,98,274,854,855,844,874,894
23553044,B105F55,1390,0.86,2222,20660,98,273,854,855,844,874,895
23553045,B105F55,1390,0.86,2160,20710,102,278,851,851,847,877,898
23553046,B105F55,1390,0.86,2075,19310,93,280,859,850,850,880,897
23553047,B105F55,1390,0.86,2229,20860,113,279,846,850,852,889,907
23553048,B105F55,1390,0.86,2148,20020,120,279,851,850,851,896,914
23553049,B105F55,1390,0.86,2162,20530,120,278,850,850,851,896,913
23553050,B105F55,1390,0.86,2097,19540,120,274,849,850,851,896,914
23553051,B105F55,1390,0.86,2132,19850,120,274,849,850,851,896,914
23553052,B105F55,1390,0.86,2137,19890,120,275,852,850,858,898,916
23553053,B105F55,1200,1.2,2033,22730,94,280,848,850,868,899,916
23553054,B105F55,1200,1.2,2102,23810,92,284,848,850,867,902,922
23553055,B105F55,1200,1.2,2036,22650,92,279,851,848,873,903,924
23553056,B100F55,1075,1.47,1580,19610,80,280,830,825,861,891,907
23553057,B100F55,1000,1.49,1651,19210,80,280,817,825,860,891,909
23553058,B100F55,1000,1.49,1653,19280,80,279,824,825,862,894,915
23553059,B100F55,1000,1.49,1737,20160,80,283,824,825,864,894,916
23553060,B100F55,1000,1.49,1538,17970,80,280,824,825,866,896,917
23553061,B100F55,820,1.47,1066,10040,80,267,827,825,869,899,920
23553062,B100F55,820,1.47,1060,9990,80,280,826,825,868,898,918
23553063,B100F55,820,1.47,1000,9410,80,281,824,825,868,898,918
23553064,B100F55,820,1.47,1066,10060,80,282,824,825,868,898,918
23553065,B100F55,820,1.47,1032,9770,80,282,823,825,868,898,919
23553066,B100F55,820,1.47,1043,9820,80,282,826,825,868,898,920
23553067,B100F55,820,1.47,856,9130,80,283,828,825,868,898,918
